Total_Observations,Countries,Years,Avg_IHD,Avg_IS,Max_IHD,Max_IS,Correlation_Overall,High_Comorbidity_Countries
24480,204,1990-2019,54081.32,13231.92,6894607.77,2606351.99,0.423,2809
