"location","year","ASR","SDI","frontier","eff_diff","trend"
"Dominican Republic",2023,3.70374315493322,0.658091058800549,0.26180099104109,3.44194216389213,"Decrease"
"East Asia",2023,1.57874063867638,0.730593972966074,0.145932566835819,1.43280807184056,"Decrease"
"East Asia & Pacific - WB",2023,6.04866316236091,0.705636533648384,0.215461679753764,5.83320148260715,"Decrease"
"Eastern Africa",2023,40.2079872851942,NA,0.0302475551555236,40.1777397300387,"Decrease"
"Eastern Europe",2023,2.41585068457744,0.814666719604682,0.0373053007651088,2.37854538381233,"Decrease"
"Eastern Sub-Saharan Africa",2023,47.434152162936,0.431153356715237,4.10601555234406,43.3281366105919,"Decrease"
"Ecuador",2023,4.38296306982305,0.690996592566889,0.212780396629999,4.17018267319305,"Decrease"
"Egypt",2023,1.16434880198026,0.676519582537935,0.219936598275895,0.944412203704365,"Decrease"
"El Salvador",2023,3.28879042938675,0.608140064554522,0.398596575448989,2.89019385393776,"Decrease"
"Equatorial Guinea",2023,22.8565055357482,0.646241525703751,0.290402624583056,22.5661029111651,"Decrease"
"Eritrea",2023,79.9994050030518,0.4145332570794,6.8307632216944,73.1686417813574,"Decrease"
"Estonia",2023,0.775404723889411,0.854860197251109,0.0305012838072175,0.744903440082193,"Decrease"
"Eswatini",2023,53.0206040526785,0.60690230517814,0.401452653012451,52.619151399666,"Decrease"
"Ethiopia",2023,42.5462911891342,0.39376773469934,8.12643509872881,34.4198560904054,"Decrease"
"Europe & Central Asia - WB",2023,1.24398921936202,0.777259843300717,0.0735796268525519,1.17040959250947,"Decrease"
"Fiji",2023,4.45013375736148,0.686418863970846,0.212415327230169,4.23771843013131,"Decrease"
"Finland",2023,0.316081210755473,0.890815029539163,0.0305501668574517,0.285531043898021,"Decrease"
"France",2023,0.356063764306959,0.861098710141792,0.0302933378515525,0.325770426455407,"Decrease"
"Gabon",2023,26.555362881251,0.631085775508968,0.350261602057242,26.2051012791938,"Decrease"
"Gambia",2023,37.6102231208397,0.432615003678122,4.51215102119949,33.0980720996402,"Decrease"
"Georgia",2023,1.62601108031299,0.754633377467428,0.0975784255677559,1.52843265474523,"Decrease"
"Georgia",2023,1.62601108031299,0.862982800071001,0.0302195509872018,1.59579152932579,"Decrease"
"Germany",2023,0.199360758525329,0.878636198600254,0.0301370061092497,0.169223752416079,"Decrease"
"Ghana",2023,40.6037341780558,0.573769063497305,0.810676146486758,39.793058031569,"Decrease"
"Global",2023,11.6457095221463,0.680388938800989,0.218678753471342,11.427030768675,"Decrease"
"Greece",2023,0.30027809398046,0.831148241903122,0.0304316082240272,0.269846485756433,"Decrease"
"Greenland",2023,4.89712174014334,0.86011390409075,0.0300619067423775,4.86705983340096,"Decrease"
"Grenada",2023,0.3445496100902,0.678048084414673,0.221186290296561,0.123363319793639,"Decrease"
"Guam",2023,4.9857079243415,0.811868521187242,0.0394801357903045,4.9462277885512,"Decrease"
"Guatemala",2023,3.20518497120948,0.553757768908664,1.10326682747399,2.10191814373549,"Decrease"
"Guinea",2023,61.2535492366855,0.355150968234079,9.79089054039514,51.4626586962904,"Decrease"
"Guinea-Bissau",2023,86.1495446059258,0.37334196258014,8.89661119582343,77.2529334101024,"Decrease"
"Guyana",2023,4.73008560917767,0.695580314309727,0.212047781490207,4.51803782768746,"Decrease"
"Haiti",2023,68.1427913489361,0.463794706297818,2.42019083217102,65.7226005167651,"Decrease"
"High-income Asia Pacific",2023,1.00532923636281,0.881924105964257,0.0303380043752023,0.974991231987608,"Decrease"
"High-income North America",2023,0.170940119812655,0.877595418178203,0.0304969107255642,0.140443209087091,"Decrease"
"High-middle SDI",2023,6.98467209049806,NA,0.0306495479798254,6.95402254251823,"Decrease"
"Honduras",2023,8.07030352158553,0.520269472134517,1.37435617045159,6.69594735113394,"Decrease"
"Hungary",2023,0.354647562869051,0.793609757137326,0.0571655092754485,0.297482053593602,"Decrease"
"Iceland",2023,0.215000742311302,0.888965506892841,0.0304816281523663,0.184519114158936,"Decrease"
"India",2023,26.656276673228,0.60698204787678,0.394700189125918,26.2615764841021,"Decrease"
"Indonesia",2023,27.0750503815976,0.665731524103442,0.22611340224911,26.8489369793485,"Decrease"
"Iran (Islamic Republic of)",2023,1.02275076396386,0.717585049186546,0.211096838763425,0.811653925200435,"Decrease"
"Iraq",2023,3.53116820348566,0.653812814870099,0.278310930817879,3.25285727266778,"Decrease"
"Ireland",2023,0.228724538206692,0.906907098119567,0.0300619067423775,0.198662631464314,"Decrease"
"Israel",2023,0.16565160211181,0.840929726261678,0.0302195509872018,0.135432051124608,"Decrease"
"Italy",2023,0.185928529834506,0.834438992051538,0.0302949333182124,0.155633596516294,"Decrease"
"Jamaica",2023,0.323528401916721,0.691833531155164,0.211864535817914,0.111663866098807,"Decrease"
"Japan",2023,0.683818343983293,0.875884075194139,0.0305100798620325,0.65330826412126,"Decrease"
"Jordan",2023,0.461336153539853,0.720351569725412,0.210984842489278,0.250351311050575,"Decrease"
"Kazakhstan",2023,1.94759562358586,0.72719101816277,0.172523079616445,1.77507254396941,"Decrease"
"Kenya",2023,25.9135859331161,0.548710796913593,1.2091492453036,24.7044366878125,"Decrease"
"Kiribati",2023,44.5178982100504,0.54268875322556,1.20192252642001,43.3159756836304,"Decrease"
"Kuwait",2023,1.25904405569587,0.877142895276235,0.0302668702544628,1.22877718544141,"Decrease"
"Kyrgyzstan",2023,3.18280178900208,0.625153433087844,0.363987717422816,2.81881407157926,"Decrease"
"Lao People's Democratic Republic",2023,29.8684008020761,0.51500826870438,1.43965263469461,28.4287481673815,"Decrease"
"Latin America & Caribbean - WB",2023,3.93020682886277,0.674426494884811,0.221123959914445,3.70908286894832,"Decrease"
"Latvia",2023,1.65311419614865,0.850843599704751,0.0304176586942867,1.62269653745436,"Decrease"
"Lebanon",2023,1.31067902156709,0.723671502471512,0.19324685294051,1.11743216862658,"Decrease"
"Lesotho",2023,116.032583044521,0.509816660581364,1.46459574655344,114.567987297968,"Decrease"
"Liberia",2023,30.7869422018193,0.383021060311305,8.51594538612278,22.2709968156965,"Decrease"
"Libya",2023,2.16210416376285,0.770482328877557,0.0800065438911801,2.08209761987167,"Decrease"
"Lithuania",2023,2.33381009695314,0.856187638891848,0.0302233155081447,2.303586781445,"Decrease"
"Low SDI",2023,41.554224864241,NA,0.0302317518927552,41.5239931123482,"Decrease"
"Low-middle SDI",2023,27.1493573500333,NA,0.0301069178336976,27.1192504321996,"Decrease"
"Luxembourg",2023,0.103289488212085,0.894756910453243,0.0302317518927552,0.0730577363193298,"Decrease"
"Madagascar",2023,69.4072389170342,0.379987682930482,8.48211635038299,60.9251225666512,"Decrease"
"Malawi",2023,40.9216738534742,0.409532838203345,7.22781395173816,33.693859901736,"Decrease"
"Malaysia",2023,5.65745164482152,0.770371353495985,0.0818839411089208,5.5755677037126,"Decrease"
"Maldives",2023,6.36862019054189,0.660888616288986,0.230442709296491,6.1381774812454,"Decrease"
"Mali",2023,36.5302696700913,0.284970765558592,15.6367556068074,20.8935140632839,"Decrease"
"Malta",2023,0.0751198656341354,0.830491206731803,0.0301021541229324,0.045017711511203,"Decrease"
"Marshall Islands",2023,68.6377072405651,0.605458022952097,0.405092864408493,68.2326143761566,"Decrease"
"Mauritania",2023,17.2312842556526,0.518009346441046,1.43675804976993,15.7945262058827,"Decrease"
"Mauritius",2023,0.786365637057061,0.736236311715382,0.145395825874953,0.640969811182108,"Decrease"
"Mexico",2023,2.15391697631528,0.693436757138718,0.21280569755434,1.94111127876094,"Decrease"
"Micronesia (Federated States of)",2023,10.2936604761096,0.59684030534428,0.454902626689702,9.8387578494199,"Decrease"
"Middle East & North Africa - WB",2023,2.720136612317,0.68416993560582,0.219559655210437,2.50057695710656,"Decrease"
"Middle SDI",2023,13.2728301891955,NA,0.0302239701302966,13.2426062190652,"Decrease"
"Monaco",2023,0.554316034604804,0.922700629599105,0.0301556168881526,0.524160417716651,"Decrease"
"Mongolia",2023,10.2211210536196,0.659697833073505,0.254235596498375,9.96688545712122,"Decrease"
"Montenegro",2023,0.682980404857508,0.78856572241233,0.0659252545510918,0.617055150306416,"Decrease"
"Morocco",2023,4.51049284001855,0.612385219452115,0.386928821426298,4.12356401859225,"Decrease"
"Mozambique",2023,64.8526651160435,0.341791325169711,10.2074351440997,54.6452299719438,"Decrease"
"Myanmar",2023,30.9700504702371,0.532025371956506,1.31899679078567,29.6510536794514,"Decrease"
"Namibia",2023,44.541607447488,0.619642148676534,0.379586924699425,44.1620205227886,"Decrease"
"Nauru",2023,33.5462146270265,0.626371925506887,0.361017798496696,33.1851968285298,"Decrease"
"Nepal",2023,20.5388853873358,0.471006784307043,2.02064324966677,18.518242137669,"Decrease"
"Netherlands",2023,0.152541749740646,0.908399772608074,0.0302504084684251,0.122291341272221,"Decrease"
"New Zealand",2023,0.105174275623297,0.866430611170126,0.0302066937033587,0.0749675819199383,"Decrease"
"Nicaragua",2023,4.34198038827148,0.535691817275666,1.26902817466532,3.07295221360616,"Decrease"
"Niger",2023,84.7413592930049,0.203013134108223,51.6102773809875,33.1310819120174,"Decrease"
"Niger",2023,84.7413592930049,0.425816102272391,4.40856420240262,80.3327950906023,"Decrease"
"Nigeria",2023,36.5353238301083,0.511952630821548,1.43635621246857,35.0989676176397,"Decrease"
"Niue",2023,4.50391957360524,0.748490236567345,0.113795179119546,4.39012439448569,"Decrease"
"North Africa and Middle East",2023,3.30261105816597,NA,0.0304906109084041,3.27212044725757,"Decrease"
"North America",2023,0.170535191606097,NA,0.0303193902859393,0.140215801320158,"Decrease"
"North Macedonia",2023,0.939100890046082,0.758480093799542,0.0974680499809725,0.841632840065109,"Decrease"
"Northern Africa",2023,3.98802215896483,NA,0.0302304584420294,3.9577917005228,"Decrease"
"Northern Mariana Islands",2023,17.1938336281146,0.79110424515852,0.0647632600677711,17.1290703680468,"Decrease"
"Norway",2023,0.310055905451475,0.916927775900776,0.0302637149204429,0.279792190531032,"Decrease"
"Oceania",2023,29.7835967165998,0.482001014737223,1.81229641704718,27.9713002995526,"Decrease"
"Oman",2023,0.902636445817361,0.781268793509239,0.0724371267672942,0.830199319050067,"Decrease"
"Pakistan",2023,34.6734332875115,0.512722943885286,1.43295803130441,33.2404752562071,"Decrease"
"Palau",2023,6.57791078924471,0.755897190181978,0.100174930216048,6.47773585902866,"Decrease"
"Palestine",2023,1.38405648038188,0.637979799682981,0.312199336624861,1.07185714375702,"Decrease"
"Panama",2023,3.54733312598455,0.715306919966664,0.212339084103399,3.33499404188115,"Decrease"
"Papua New Guinea",2023,37.0889338502309,0.436714180312147,3.96955573626047,33.1193781139704,"Decrease"
"Paraguay",2023,5.05232189912417,0.674088961812229,0.224570546976688,4.82775135214748,"Decrease"
"Peru",2023,7.99697394803931,0.685607664112207,0.21984746086128,7.77712648717803,"Decrease"
"Philippines",2023,25.484726286501,0.66941619148476,0.226613816742769,25.2581124697582,"Decrease"
"Poland",2023,0.793525422165339,0.847008286184466,0.0305309582613927,0.762994463903946,"Decrease"
"Portugal",2023,0.76908092891559,0.786463939931948,0.0690430657974628,0.700037863118127,"Decrease"
"Puerto Rico",2023,0.258247647052609,0.847508563891697,0.0302763812974677,0.227971265755141,"Decrease"
"Qatar",2023,1.95028638756959,0.859589917584219,0.0302389952168192,1.92004739235277,"Decrease"
"Republic of Korea",2023,2.40766612921737,0.891662727007765,0.0302161883678381,2.37744994084953,"Decrease"
"Republic of Moldova",2023,2.21482498859364,0.733718614345081,0.141293527950677,2.07353146064296,"Decrease"
"Romania",2023,2.84176197258743,0.76875684930255,0.0889008253795709,2.75286114720786,"Decrease"
"Russian Federation",2023,2.24810356824641,0.822523586772393,0.031526400832176,2.21657716741423,"Decrease"
"Rwanda",2023,43.089464265148,0.46211270493308,2.73578950430235,40.3536747608457,"Decrease"
"Saint Kitts and Nevis",2023,0.799870160142753,0.754464214859313,0.0982265470327357,0.701643613110017,"Decrease"
"Saint Lucia",2023,1.15753388498812,0.702888139733015,0.212194784297277,0.945339100690843,"Decrease"
"Saint Vincent and the Grenadines",2023,1.21378261933593,0.658462840364816,0.252649622882968,0.961132996452962,"Decrease"
"Samoa",2023,8.50625049616091,0.604489558899929,0.423323185413344,8.08292731074756,"Decrease"
"San Marino",2023,0.0713358786650762,0.883012201832655,0.0302195509872018,0.0411163276778744,"Decrease"
"Sao Tome and Principe",2023,10.2605761073218,0.522633002105214,1.38606324901929,8.87451285830251,"Decrease"
"Saudi Arabia",2023,3.75076815540743,0.828451181535215,0.0302933378515525,3.72047481755588,"Decrease"
"Senegal",2023,34.3836559166548,0.412747282541097,7.1711132281849,27.2125426884699,"Decrease"
"Serbia",2023,0.60070578316848,0.784525117278016,0.0686702628432082,0.532035520325272,"Decrease"
"Seychelles",2023,3.33816983198303,0.753016948686144,0.100227588983826,3.2379422429992,"Decrease"
"Sierra Leone",2023,63.3931903960813,0.383229086380659,8.48507265929686,54.9081177367844,"Decrease"
"Singapore",2023,0.718821963232995,0.869993867855515,0.0302239701302966,0.688597993102698,"Decrease"
"Slovakia",2023,0.30473195765985,0.813141722238786,0.0380660786935533,0.266665878966297,"Decrease"
"Slovenia",2023,0.233040836714449,0.844865838754405,0.030288769015208,0.202752067699241,"Decrease"
"Solomon Islands",2023,26.6298086249923,0.458022660385744,3.12015471130686,23.5096539136854,"Decrease"
"Somalia",2023,128.130918147358,0.22901906515628,20.6828172376765,107.448100909681,"Decrease"
"South Africa",2023,39.0774424640834,0.702613360273519,0.216846921960174,38.8605955421232,"Decrease"
"South Asia",2023,26.3571154113865,0.585466317611564,0.638391863224533,25.718723548162,"Decrease"
"South Asia - WB",2023,25.9559286024818,NA,0.0303017140515173,25.9256268884303,"Decrease"
"South Sudan",2023,92.6278191268872,0.379080533843039,8.44343396173473,84.1843851651525,"Decrease"
"Southeast Asia",2023,20.7096866906218,0.661279472416949,0.231216821618881,20.4784698690029,"Decrease"
"Southern Africa",2023,49.9201514836207,NA,0.0300831582425635,49.8900683253781,"Decrease"
"Southern Latin America",2023,1.60141807864522,0.770246591492012,0.0820450120956796,1.51937306654954,"Decrease"
"Southern Sub-Saharan Africa",2023,48.239879118249,0.665936504698585,0.227779309610761,48.0120998086382,"Decrease"
"Spain",2023,0.272978632071969,0.811819795013244,0.0387664790699815,0.234212153001987,"Decrease"
"Sri Lanka",2023,3.22626141610714,0.730697975751999,0.151562853624788,3.07469856248235,"Decrease"
"Sub-Saharan Africa - WB",2023,48.4272273147214,0.474077136089986,1.96007621374336,46.467151100978,"Decrease"
"Sudan",2023,6.20789186210586,0.573101196904967,0.793394074760936,5.41449778734492,"Decrease"
"Suriname",2023,1.65178262507571,0.654870057386441,0.258106948400483,1.39367567667523,"Decrease"
"Sweden",2023,0.260820904405311,0.910927944344768,0.0302458431677827,0.230575061237528,"Decrease"
"Switzerland",2023,0.146105745496367,0.946050658692386,0.03032262032975,0.115783125166617,"Decrease"
"Syrian Arab Republic",2023,0.919158416271498,0.588681920271046,0.604566340194179,0.314592076077319,"Decrease"
"Taiwan (Province of China)",2023,1.55997129789195,0.881537660702203,0.0301225173809513,1.529848780511,"Decrease"
"Tajikistan",2023,12.6864494215592,0.551182018908978,1.10966845836769,11.5767809631915,"Decrease"
"Thailand",2023,8.29543217613377,0.687187779653928,0.212879103182768,8.082553072951,"Decrease"
"Timor-Leste",2023,65.3534975616256,0.484532957581547,1.76044927898313,63.5930482826425,"Decrease"
"Togo",2023,37.1362427432428,0.460522099849357,2.71759452341565,34.4186482198271,"Decrease"
"Tokelau",2023,4.05442351290431,0.749948958671347,0.101129012475016,3.95329450042929,"Decrease"
"Tonga",2023,5.22501150769543,0.635994790153653,0.324973395298927,4.9000381123965,"Decrease"
"Trinidad and Tobago",2023,1.07960467042391,0.7704486119788,0.0822205614586042,0.997384108965306,"Decrease"
"Tropical Latin America",2023,2.91346176555281,0.683622388134556,0.219910207360339,2.69355155819247,"Decrease"
"Tunisia",2023,8.84454610112349,0.683722133675443,0.218394826436232,8.62615127468726,"Decrease"
"Turkey",2023,0.83707231751504,0.730952258007143,0.149080906131893,0.687991411383147,"Decrease"
"Turkmenistan",2023,6.74974565024344,0.682174647241879,0.220172248983487,6.52957340125995,"Decrease"
"Tuvalu",2023,54.4816229554174,0.611233842175503,0.395663873367712,54.0859590820497,"Decrease"
"Uganda",2023,29.3121974219292,0.442281236898719,3.5781959276698,25.7340014942594,"Decrease"
"Ukraine",2023,3.35698495093032,0.764530544810701,0.0903701541891304,3.26661479674119,"Decrease"
"United Arab Emirates",2023,1.86016337139791,0.862209546101614,0.0303102739902217,1.82985309740769,"Decrease"
"United Kingdom",2023,0.203675961613815,0.880444683059111,0.0305143275233385,0.173161634090476,"Decrease"
"United Republic of Tanzania",2023,31.3686319598109,0.465888632870711,2.59887425594944,28.7697577038615,"Decrease"
"United States Virgin Islands",2023,0.253130932940342,0.816423321251135,0.0358049705003206,0.217325962440021,"Decrease"
"United States of America",2023,0.164711782048403,0.876475276285078,0.0301591712453853,0.134552610803018,"Decrease"
"Uruguay",2023,1.13132078388471,0.745444259131934,0.117165466695209,1.0141553171895,"Decrease"
"Uzbekistan",2023,3.81975157746898,0.632090937276367,0.347291241244543,3.47246033622444,"Decrease"
"Vanuatu",2023,19.4317496553398,0.476543160027628,1.95305302083245,17.4786966345074,"Decrease"
"Venezuela (Bolivarian Republic of)",2023,4.03439914401716,0.580213457126719,0.784624114179963,3.2497750298372,"Decrease"
"Viet Nam",2023,14.6506949456898,0.64302812014407,0.293348994171335,14.3573459515185,"Decrease"
"Western Africa",2023,39.8631903322376,NA,0.0304717259247633,39.8327186063128,"Decrease"
"Western Europe",2023,0.249152520456937,0.864663680012906,0.0303231138982783,0.218829406558659,"Decrease"
"Western Sub-Saharan Africa",2023,40.7644935624911,0.459631229977578,2.98401725556565,37.7804763069254,"Decrease"
"World Bank High Income",2023,0.74922845472514,0.866517922727298,0.0301274950662448,0.719100959658895,"Decrease"
"World Bank Low Income",2023,52.191761168769,NA,0.0303465132191588,52.1614146555498,"Decrease"
"World Bank Lower Middle Income",2023,25.7829224579556,NA,0.0304404851974984,25.7524819727581,"Decrease"
"World Bank Upper Middle Income",2023,4.61500059373658,NA,0.0302093640019513,4.58479122973463,"Decrease"
"Yemen",2023,5.85164371755309,0.44639354450192,3.46939900097341,2.38224471657968,"Decrease"
"Zambia",2023,35.6848626867427,0.505571537450373,1.46597200500525,34.2188906817374,"Decrease"
"Zimbabwe",2023,90.8547530108085,0.491184885169227,1.60333793211951,89.251415078689,"Increase"
